,id,dateuploaded,isfavorite,license,realname,location,title,description,dates,views,comments,tags
0,52748525372,1678887249,0,4,,,image00005,,2023-03-14 15:05:34,0,0,[]
1,52748946941,1678883248,0,4,,,Slit,,2023-03-15 12:17:18,2,0,"['Manchester', 'northern quarter']"
2,52749189274,1678882356,0,4,Tom Hilton,,Wynyard Quarter,,2023-03-02 16:37:40,0,0,"['New Zealand', 'Auckland', 'Wynyard Quarter']"
3,52748934531,1678882424,0,4,,,Stonework,,2023-03-15 12:08:04,0,0,"['bricks', 'abstract']"
4,52749268715,1678878662,0,4,Yben Broeckaert,,IMG_0680,,2023-03-15 10:44:52,0,0,[]
5,52749084509,1678878571,0,4,Universiti Malaysia Sarawak Malaysia,"Kuching, Malaysia",Bengkel Halatuju dan Kajian Semula MyPortfolio PPP,Bengkel Halatuju dan Kajian Semula MyPortfolio PPP,2023-03-15 14:37:19,0,0,"['tyco9tycostylo', 'tyco9', 'tycostylo']"
6,52749209480,1678876079,0,4,Birte Fritsch,,NYC - New York City (128),,2023-03-03 17:29:20,0,0,[]
7,52748714571,1678871740,0,4,Peter G Broster,Wales,Arley (2)_kindlephoto-15514499,,1986-05-30 04:51:55,0,0,[]
8,52749197973,1678871197,0,4,Shawn Taylor,,,,2023-03-12 10:04:15,0,0,[]
9,52749074975,1678868746,0,4,Shawn Taylor,,,,2023-03-12 10:19:35,0,0,[]
10,52748085247,1678867875,0,4,,,Moss & lichen in Cumbria.,,2023-03-07 15:54:39,2,0,[]
11,52748882154,1678867480,0,4,Bratislavský kraj (BSK),,Odovzdanie staveniska k projektu Zvýšenie kapacity MŠ v Šenkviciach,,2023-03-13 14:11:33,0,0,"['Odovzdanie', 'staveniska', 'k', 'projektu', 'Zvýšenie', 'kapacity', 'MŠ', 'v', 'Šenkviciach']"
12,52749028945,1678866341,0,4,Peter G Broster,Wales,20220920_160430,,2022-09-20 16:04:29,0,0,[]
13,52748860174,1678866242,0,4,Peter G Broster,Wales,20220926_154736~2-1,,2022-09-26 10:31:08,11,0,[]
14,52748598691,1678865254,0,4,Peter G Broster,Wales,20230223_155507,,2023-02-23 15:55:07,0,0,[]
15,52748583231,1678864410,0,4,Peter G Broster,Wales,20221001_113228,,2022-10-01 10:16:00,12,0,[]
16,52749072708,1678864226,0,4,Peter G Broster,Wales,20221005_135101,,2022-10-05 13:51:01,0,0,[]
17,52748521866,1678862720,0,4,,,@Kalamazoo,,2023-03-10 18:43:49,0,0,"['michigan', 'horses', 'netflix', 'porhub', 'scooby-doo', 'playstation', 'basketball', 'Bill Cosby', 'broom', 'buckets', 'vagina', 'butchers', 'bucket', 'kalamazoo', 'ginger', 'coronavirus', 'chicago', 'covid19', 'charlie', 'rico', 'puerto rico', 'dancing', 'birth', 'kmart']"
18,52748962135,1678862364,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-10 12:02:51,0,0,[]
19,52748021197,1678862294,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-11 12:51:05,0,0,[]
20,52748021207,1678862294,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-11 12:44:25,0,0,[]
21,52748547661,1678862249,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-12 17:40:44,0,0,[]
22,52748018067,1678862107,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-19 11:40:54,0,0,[]
23,52748545146,1678862094,0,4,Peter G Broster,Wales,Toronto Ontario,,2022-10-19 14:50:34,0,0,[]
24,52748777244,1678861119,0,4,Peter G Broster,Wales,Chester Visit,,2022-12-04 14:13:45,0,0,[]
25,52748852688,1678850535,0,4,Derek Jensen,"Bremen, IN, USA",adamfergusonart 2,,2023-03-14 23:22:55,4,0,[]
26,52748852223,1678850558,0,4,Derek Jensen,"Bremen, IN, USA",Initiation well - Palace of Monteiro,,2023-03-14 23:22:35,4,0,[]
27,52747830287,1678850575,0,4,Derek Jensen,"Bremen, IN, USA",tsaelyh,,2023-03-14 23:22:07,7,0,[]
28,52748306726,1678848544,0,4,,,Aniversário de Olinda (488 anos),Foto: Arquimedes Santos / Prefeitura de Olinda,2023-03-12 20:06:44,7,0,"['Aniversário de Olinda', 'Olinda', 'Cultura', 'Prefeitura de Olinda', 'Arquimedes', 'Carmo', 'Praça do Carmo', 'Festa']"
29,52748223311,1678848039,0,4,Scott Edmunds,,Wild blueberries,,2022-09-10 13:43:48,5,0,"['Riga', 'Latvia', 'The Great Ķemeri Bog', 'Ķemeri Bog', 'Ķemeri', 'Bog', 'Ķemeri National Park']"
30,52748299556,1678847882,0,4,Universiti Malaysia Sarawak Malaysia,"Kuching, Malaysia",Gambar raya PPP 2023,Gambar raya PPP 2023,2023-03-15 09:31:03,21,0,"['tyco9tycostylo', 'tyco9', 'tycostylo']"
31,52748262346,1678846597,0,4,Jill Carlson (jillcarlson.org),"Roman Forest, Texas, USA",NCISD Pre-UIL Concert & Sight-Reading - 3/14/23,,2023-03-14 16:37:53,0,0,['New Caney High School']
32,52748487899,1678846648,0,4,Jill Carlson (jillcarlson.org),"Roman Forest, Texas, USA",NCISD Pre-UIL Concert & Sight-Reading - 3/14/23,,2023-03-14 17:44:02,0,0,['New Caney High School']
33,52748235751,1678846671,0,4,Jill Carlson (jillcarlson.org),"Roman Forest, Texas, USA",NCISD Pre-UIL Concert & Sight-Reading - 3/14/23,,2023-03-14 17:48:48,0,0,['New Caney High School']
34,52748637550,1678846699,0,4,Jill Carlson (jillcarlson.org),"Roman Forest, Texas, USA",NCISD Pre-UIL Concert & Sight-Reading - 3/14/23,,2023-03-14 18:00:19,0,0,['New Caney High School']
35,52747654767,1678842467,0,4,Golan Levin,,IMG_5107,"Blue Heron, March 2023. Created by Zen (15) at Industrial Arts Workshop, Pittsburgh.",2023-03-14 19:12:48,7,0,[]
36,52748592520,1678842470,0,4,Golan Levin,,IMG_5097,"Blue Heron, March 2023. Created by Zen (15) at Industrial Arts Workshop, Pittsburgh.",2023-03-14 19:08:02,8,0,[]
37,52748076621,1678837944,0,4,James Boyes,UK,Lewes 2 Brightlingsea Regent 0 14 03 2023-30.jpg,,2023-03-14 19:58:36,56,0,[]
38,52747474662,1678834717,0,4,,"Brasília, Brasil",Catetinho reabre as portas para o público,Parte histórica do museu voltou a receber visitantes nesta terça-feira (14); área de piquenique e acesso à nascente seguem interditados. Fotos: Joel Rodrigues / Agência Brasília,2023-03-14 15:01:17,0,0,[]
39,52748404935,1678834242,0,4,Agência Senado,"Brasilia, Brazil",Plenário do Senado,"Plenário do Senado Federal durante sessão deliberativa ordinária. 

Na ordem do dia, PL 3.660/2021 que altera a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência), para dispor que laudo que ateste deficiência permanente terá validade indeterminada. 

Em discurso, à tribuna, senador Magno Malta (PL-ES).

Foto: Jefferson Rudy/Agência Senado",2023-03-14 19:22:53,64,0,"['plenário', 'sessão deliberativa ordinária', '11ª sessão', 'ordem do dia', 'Senado Federal', 'Requerimento 159/2023', 'PL 3.660/2021', 'Lei Brasileira de Inclusão da Pessoa com Deficiência', 'Estatuto da Pessoa com Deficiência', 'PCD', 'PLP 257/2019', 'Lei de Responsabilidade Fiscal', 'calamidade pública', 'PRS 23/2022', 'Frente Parlamentar de Apoio ao Microcrédito e às Microfinança', 'PRS 24/2023', 'Frente Parlamentar de Fomento do Saneamento Básico do Hidrogên', 'senador Magno Malta (PL-ES)', 'Brasília', 'DF', 'Brasil', 'Frente Parlamentar de Apoio ao Microcrédito e às Microfinanças', 'Frente Parlamentar de Fomento do Saneamento Básico do Hidrogênio Verde e do Crédito de Carbono']"
40,52747968916,1678833626,0,4,Secretaría de Cultura  de la Ciudad de México,México,MX AMG Anuario estadistico 2022 CFILMA,"14 de Marzo De 2023. La jefa de Gobierno Claudia Sheinbaum, Presento junto a la secretaria de Cultura de la Ciudad de Mexico el Anuario estadistico 2022 CFILMA, en el Faro Cosmos.

Fotografia: Alejandro Medina Guzman/Secretaria De Cultura Cdmx

",2023-03-14 12:23:32,2,0,"['Secretaria De Cultura', 'Cultura', 'Gobierno De La Ciudad De Mexico', 'Cdmx', 'Claudia Curiel de Icaza', 'secretaria de Cultura de la Ciudad de México', 'filmaciones', 'Fábrica de Artes y Oficios (FARO) Cosmos', 'cinematográfica', 'cinéfila', 'cine mexicano', 'cine', 'nacionales', 'Cámara Nacional de la Industria Cinematográfica', 'Canacine', 'Argos', 'Fideicomiso', 'Promoción y Desarrollo del Cine Mexicano en la Ciudad de Méxic', 'PROCINECDMX', 'talleres', 'producción', 'guionismo', 'postproducción', 'Estudios Gabriel García Márquez', 'Epigmenio Ibarra', 'Mexico', 'Promoción y Desarrollo del Cine Mexicano en la Ciudad de México']"
41,52748192329,1678832506,0,4,Palácio do Planalto,"Brasilia, Brasil",14.03.2023 - Encerramento da 84ª Reunião Geral da Frente Nacional de Prefeitos (FNP),"14.03.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encerramento da 84ª Reunião Geral da Frente Nacional de Prefeitos (FNP). Palácio do Planalto, Brasília - DF.
Foto: Ricardo Stuckert/PR",2023-03-14 15:37:25,3,0,['Verde']
42,52747414447,1678831987,0,4,Neil Rickards,"Hertford, England",,,2023-03-13 11:14:36,4,0,[]
43,52747388787,1678830978,0,4,Michael Gaylard,"Horsham, UK",Maunsell Q Class 0-6-0 30541,,2019-12-29 13:58:53,18,0,"['rail', 'United Kingdom UK', 'Maunsell Q Class 0-6-0', 'locomotive', '30541', 'What', '!By Land', 'train', 'Transportation', '!Designation']"
44,52747909551,1678830806,0,4,Michael Gaylard,"Horsham, UK",DSC_0104.jpg,,2019-12-29 13:45:03,14,0,['United Kingdom UK']
45,52748397468,1678830739,0,4,Virginia Office of the Governor,,"Advanced Integrated Technologies, Norfolk - 3/10/23","Please note that these photos are for personal use only. If posting to social media or sharing the photos, the following byline must be used: Official Photo Courtesy of Office of Governor Glenn Youngkin.

If you share them with friends or family, make sure to include the disclaimer below: 
These photographs are provided by The Office of Governor Glenn Youngkin as a courtesy and may be printed by the subjects in the photograph for personal use only. The photographs may not be manipulated in any way and may not otherwise be reproduced, disseminated, or broadcast, without the written permission of the Governor’s Office. These photographs may not be used in any commercial or political materials, advertisements, emails, products, or promotions that in any way suggest approval or endorsement of the Governor, the First Family, or the Commonwealth of Virginia.
",2023-03-10 14:55:34,12,0,"['governor', 'glenn', 'youngkin']"
46,52747359097,1678830816,0,4,Assembleia Legislativa do Espírito Santo,"Vitória-ES, Brasil",Deputado Alcântaro Filho - Sessão Ordinária - 14.03.2023,Foto: Lucas S. Costa,2023-03-14 16:40:30,0,0,[]
47,52748286385,1678829747,0,4,Daniel X. O'Neil,USA,"Modern Times: British Prints, 1913–1939, November 2021",,2021-11-20 10:52:05,0,0,[]
48,52747874451,1678829759,0,4,Daniel X. O'Neil,USA,"Modern Times: British Prints, 1913–1939, November 2021",,2021-11-20 10:59:33,0,0,[]
49,52748101724,1678828903,0,4,Agência Senado,"Brasilia, Brazil",Plenário do Senado,"Plenário do Senado Federal durante sessão deliberativa ordinária. 

Na ordem do dia, PL 3.660/2021 que altera a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência), para dispor que laudo que ateste deficiência permanente terá validade indeterminada. 

Em pronunciamento, à bancada, senadora Damares Alves (Republicanos-DF).

Foto: Waldemir Barreto/Agência Senado",2023-03-14 17:10:14,43,0,"['plenário', 'sessão deliberativa ordinária', '11ª sessão', 'ordem do dia', 'Senado Federal', 'Requerimento 159/2023', 'PL 3.660/2021', 'Lei Brasileira de Inclusão da Pessoa com Deficiência', 'Estatuto da Pessoa com Deficiência', 'PCD', 'PLP 257/2019', 'Lei de Responsabilidade Fiscal', 'calamidade pública', 'PRS 23/2022', 'Frente Parlamentar de Apoio ao Microcrédito e às Microfinança', 'PRS 24/2023', 'Frente Parlamentar de Fomento do Saneamento Básico do Hidrogên', 'senadora Damares Alves (Republicanos-DF)', 'Brasília', 'DF', 'Brasil', 'Frente Parlamentar de Apoio ao Microcrédito e às Microfinanças', 'Frente Parlamentar de Fomento do Saneamento Básico do Hidrogênio Verde e do Crédito de Carbono']"
50,52748055224,1678827259,0,4,Martin Lewison,"Forest Hills, NY, U.S.A.",,,2023-03-12 10:47:06,0,0,[]
51,52748220005,1678827222,0,4,Martin Lewison,"Forest Hills, NY, U.S.A.",,,2023-03-11 11:19:29,0,0,[]
52,52748291368,1678827005,0,4,Szkoła Podstawowa w Ustrobnej,,The first day in Bulgaria,Co-funded by the European Union,2023-03-14 21:48:57,0,0,[]
53,52747797966,1678827012,0,4,Szkoła Podstawowa w Ustrobnej,,The first day in Bulgaria,Co-funded by the European Union,2023-03-14 21:48:51,0,0,[]
54,52747797896,1678827015,0,4,Szkoła Podstawowa w Ustrobnej,,The first day in Bulgaria,Co-funded by the European Union,2023-03-14 21:48:50,0,0,[]
55,52747797281,1678827027,0,4,Szkoła Podstawowa w Ustrobnej,,The first day in Bulgaria,Co-funded by the European Union,2023-03-14 21:48:34,0,0,[]
56,52748038769,1678826802,0,4,Câmara Legislativa do Distrito Federal,,2311486RL (4),,2023-03-14 18:40:48,0,0,[]
57,52747255172,1678826426,0,4,Maryland GovPics,,BDEC Digital Equity Day,"Lt. Governor Aruna Miller attends the BDEC Digital Equity Day by Joe Andrucyk at Calvert House, 58 State Cir, Annapolis, MD 21401",2023-03-14 00:00:00,29,0,"['Lt. Governor Aruna Miller', 'Aruna Miller', 'Lt Governor Miller', 'BDEC Digital Equity Day']"
58,52748017024,1678826072,0,4,Michael Gaylard,"Horsham, UK",Siding,,2021-06-17 11:40:42,3,0,"['rail', 'What', '!By Land', 'United Kingdom UK', 'Sussex', 'Great Britain', 'Transportation', 'Kingscote', 'where', 'network  line', 'England', 'Europe', 'West Sussex', 'Bluebell Railway']"
59,52747218822,1678825370,0,4,NECSTouR,,DSC09086,,2023-03-14 12:03:09,5,0,[]
60,52747218282,1678825282,0,4,Ministerio de Defensa del Perú,"Perú, Perú",Ministro Jorge Chávez Cresta supervisó el envío de más de 30 toneladas de ayuda humanitaria para las regiones de Áncash y La Libertad.,,2023-03-14 13:03:10,13,0,[]
61,52748154965,1678825220,0,4,Slovenský zväz florbalu,,230312_Lido_AsTN-16,,2023-03-14 21:20:11,0,0,[]
62,52747724581,1678824575,0,4,Martin Pettitt,"Bury St Edmunds, UK",Daffodils (Narcissus) Nowton Park Bury St Edmunds In Black And White,36 Nowton Park Daffodils In Black And White Minolta Dynax 7000i Sigma 28-70mm F3.5-4.5 Ilford Delta 100 Developed In Ilford Ilfosol 3 (1+9) 11-3-2023,2023-03-11 18:34:54,25,0,"['Black And White', 'Spring', 'Outdoor', 'England', 'Chemistry', 'Home Developed', 'Film Camera', 'Flower', 'Narcissus', 'Bury St Edmunds', 'Minolta Dynax 7000i Sigma 28-70mm F3.5-4.5 Ilford Delta 100', 'UK', '35mm', 'Suffolk', 'Home Processed', '2023', 'Daffodils', 'Nowton Park', '(1+9)', 'SLR', 'Monochrome', 'Auto Focus', 'March', 'Ilford Ilfosol 3', 'Film Photography', '100 iso', 'AP Tank', 'B&W', 'Scanned', 'Self Developed', 'Epson Perfection V600 Photo']"
63,52747705086,1678824155,0,4,Beth Scupham,"Atlanta, USA",rex.5 months,,2023-01-02 12:33:24,0,0,"['Rex', '2023', 'new baby']"
64,52748107810,1678823797,0,4,,,IMD 2023-03-14 CASSI in Cary -14,,2023-03-14 07:53:06,0,0,"['Autonomous', 'Bond Park', 'CASSI', 'Cary', 'Ceremony', 'City of Cary', 'Event', 'Group Shot', 'Inaugural run', 'Intermodal Mobility', 'Joey Hopkins', 'Mayor', 'NC', 'Public Transit', 'Public Transportation', 'Ride', 'Secretary Boyette', 'Transport Vehicle', 'vehicle']"
65,52747168157,1678823991,0,4,Axel Bührmann,"Here, South Africa",Two Tree Hill,,2022-03-08 12:17:31,0,0,[]
66,52747667261,1678822620,0,4,Martin Lewison,"Forest Hills, NY, U.S.A.",,,2023-03-12 13:31:53,3,0,[]
67,52748152593,1678822296,0,4,Agência Senado,"Brasilia, Brazil",Plenário do Senado,"Plenário do Senado Federal durante sessão deliberativa ordinária. 

Mesa: 
senador Plínio Valério (PSDB-AM);
secretário-geral adjunto da Mesa do Senado Federal, Ivan Furlan Falconi. 

Em discurso, à tribuna, senador Styvenson Valentim (Podemos-RN).

Foto: Waldemir Barreto/Agência Senado",2023-03-14 15:47:33,56,0,"['plenÃ¡rio', 'sessÃ£o deliberativa ordinÃ¡ria', '11Âª sessÃ£o', 'pronunciamentos', 'senador Styvenson Valentim (Podemos-RN)', 'senador PlÃ-nio ValÃ©rio (PSDB-AM)', 'BrasÃ-lia', 'DF', 'Brasil', 'plenário', 'sessão deliberativa ordinária', '11ª sessão', 'senador Plínio Valério (PSDB-AM)']"
68,52748058680,1678821936,0,4,Liderança do PSB na Câmara,,Reunião da FNP 13/03/2023 - Foto: Chico Ferreira,,2023-03-13 18:46:21,0,0,[]
69,52747119147,1678821943,0,4,Liderança do PSB na Câmara,,Reunião da FNP 13/03/2023 - Foto: Chico Ferreira,,2023-03-13 19:08:35,0,0,[]
70,52748057810,1678821948,0,4,Liderança do PSB na Câmara,,Reunião da FNP 13/03/2023 - Foto: Chico Ferreira,,2023-03-13 19:17:46,0,0,[]
71,52748032425,1678821201,0,4,Martin Lewison,"Forest Hills, NY, U.S.A.",,,2023-03-11 09:57:28,10,0,[]
72,52747615611,1678821122,0,4,Martin Lewison,"Forest Hills, NY, U.S.A.",,,2023-03-11 10:06:22,9,0,[]
73,52747069777,1678820571,0,4,,,3ª Sessão Ordinária do CNJ," Brasília, 14/03/2023 - 3ª Sessão Ordinária.
Foto: Rômulo Serpa/Agência CNJ",2023-03-14 14:57:28,44,0,"['Brasília', '14/03/2023 - 3ª Sessão Ordinária']"
74,52747581986,1678820502,0,4,University of Michigan School for Environment and Sustainability,Ann Arbor,21st Peter M. Wege Lecture on Sustainability: Mary Robinson,,2023-03-13 18:07:56,4,0,"['seas', 'umseas', 'mary', 'robinson', 'Michigan']"
75,52747817079,1678819795,0,4,AMCOM PAO,,10 March 2023 - LTC Andrew Stringer Retirement Ceremony,,2023-03-10 17:11:23,0,0,[]
76,52747794394,1678819098,0,4,Daniel X. O'Neil,USA,"Faith Ringgold: American People at New Museum, March 2022",,2022-03-05 11:30:19,0,0,[]
77,52747958600,1678819116,0,4,Daniel X. O'Neil,USA,"Faith Ringgold: American People at New Museum, March 2022",,2022-03-05 11:51:49,0,0,[]
78,52748006608,1678817809,0,4,Daniel X. O'Neil,USA,"The Utopian Avant-Garde: Soviet Film Posters of the 1920s at Poster House, March 2022",,2022-03-06 14:40:11,0,0,[]
79,52747446041,1678815984,0,4,Agência Senado,"Brasilia, Brazil",Plenário do Senado,"Plenário do Senado Federal durante sessão deliberativa ordinária. 

À tribuna, em discurso, senador Jorge Kajuru (PSB-GO). 

Mesa:  
vice-presidente do Senado Federal, senador Veneziano Vital do Rêgo (MDB-PB); 
secretário-geral-adjunto da Mesa do Senado Federal, Ivan Furlan Falconi. 

Foto: Waldemir Barreto/Agência Senado",2023-03-14 13:58:34,87,0,"['plenário', 'sessão deliberativa ordinária', '11ª sessão', 'pronunciamentos', 'Senado Federal', 'geral do plenário', 'senador Veneziano Vital do Rêgo (MDB-PB)', 'Ivan Furlan Falconi', 'senador Jorge Kajuru (PSB-GO)', 'Brasília', 'DF', 'Brasil']"
80,52747433121,1678815605,0,4,Agência Senado,"Brasilia, Brazil",CSP - Comissão de Segurança Pública,"Comissão de Segurança Pública (CSP) realiza reunião deliberativa com item único. PL 1.431/2021 que determina a prioridade de tramitação em todas as instâncias para ações penais que apurem crimes contra a Administração Pública e para ações civis por ato de improbidade administrativa. 

À mesa, presidente da CSP, senador Sérgio Petecão (PSD-AC). 

Bancada: 
senador Fabiano Contarato (PT-ES) - em pronunciamento; 
senador Alessandro Vieira (PSDB-SE); 
senador Sergio Moro (União-PR); 
senador Jorge Kajuru (PSB-GO); 
senador Hamilton Mourão (Republicanos-RS); 
senador Esperidião Amin (PP-SC). 

Foto: Edilson Rodrigues/Agência Senado",2023-03-14 11:50:57,69,0,"['CSP', 'ComissÃ£o de SeguranÃ§a PÃºblica', 'reuniÃ£o extraordinÃ¡ria', '2Âª reuniÃ£o', 'reuniÃ£o deliberativa', 'Senado Federal', 'PL 1.431/2021', 'CÃ³digo de Processo Penal', 'improbidade administrativa', 'AdministraÃ§Ã£o PÃºblica', 'aÃ§Ã£o penal', 'aÃ§Ã£o civil', 'senador SÃ©rgio PetecÃ£o (PSD-AC)', 'senador Fabiano Contarato (PT-ES)', 'senador Alessandro Vieira (PSDB-SE)', 'senador Sergio Moro (UniÃ£o-PR)', 'senador Jorge Kajuru (PSB-GO)', 'senador Hamilton MourÃ£o (Republicanos-RS)', 'senador EsperidiÃ£o Amin (PP-SC)', 'geral da sala', 'BrasÃ-lia', 'DF', 'Brasil', 'Comissão de Segurança Pública', 'reunião extraordinária', '2ª reunião', 'reunião deliberativa', 'Código de Processo Penal', 'Administração Pública', 'ação penal', 'ação civil', 'senador Sérgio Petecão (PSD-AC)', 'senador Sergio Moro (União-PR)', 'senador Hamilton Mourão (Republicanos-RS)', 'senador Esperidião Amin (PP-SC)']"
81,52747932998,1678815599,0,4,Agência Senado,"Brasilia, Brazil","CE - Comissão de Educação, Cultura e Esporte","Comissão de Educação, Cultura e Esporte (CE) realiza reunião deliberativa com 13 itens. Entre eles, o PL 1.937/2019 que inscreve o nome de Zilda Arns no Livro dos Heróis e Heroínas da Pátria. 

Em pronunciamento, à bancada, senador Romário (PL-RJ).

Foto: Marcos Oliveira/Agência Senado",2023-03-14 11:47:45,56,0,"['CE', 'ComissÃ£o de EducaÃ§Ã£o Cultura e Esporte', 'reuniÃ£o extraordinÃ¡ria', '2Âª reuniÃ£o', 'reuniÃ£o deliberativa', 'Senado Federal', 'PL 1.937/2019', 'inscriÃ§Ã£o de nome', 'Zilda Arns', 'Livro dos HerÃ³is e HeroÃ-nas da PÃ¡tria', 'senador RomÃ¡rio (PL-RJ)', 'BrasÃ-lia', 'DF', 'Brasil', 'Comissão de Educação Cultura e Esporte', 'reunião extraordinária', '2ª reunião', 'reunião deliberativa', 'inscrição de nome', 'Livro dos Heróis e Heroínas da Pátria', 'senador Romário (PL-RJ)']"
82,52747822953,1678812566,0,4,Washington National Guard,"Camp Murray, USA",230305-Z-IV322-1018,,2023-03-05 11:04:46,0,0,[]
83,52747282366,1678811333,0,4,The United States Army Band,,BNP_0208,U.S. Army photo by Staff Sgt. Brittany Primavera,2023-03-14 09:28:39,1,0,[]
84,52746758472,1678811326,0,4,Szkoła Podstawowa w Ustrobnej,,The second day in Bulgaria,Co-funded by the European Union,2023-03-14 12:01:32,6,0,[]
85,52747696940,1678811352,0,4,The United States Army Band,,BNP_5321,U.S. Army photo by Staff Sgt. Brittany Primavera,2023-03-14 09:28:18,1,0,[]
86,52747747843,1678810204,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:08:00,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'ice', 'snow', 'winter', 'face']"
87,52747247061,1678810206,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:08:01,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'ice', 'snow', 'winter', 'face']"
88,52747662670,1678810210,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:08:02,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'ice', 'snow', 'winter', 'face']"
89,52747661655,1678810274,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:08:26,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'winter', 'elephant', 'mammoth']"
90,52746721422,1678810335,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:08:46,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'dinosaur', 'valley', 'desert']"
91,52746720397,1678810393,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:09:03,0,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'dinosaur', 'valley', 'desert']"
92,52746719902,1678810412,0,4,David J,"Falköping, Sweden",AI artwork,,2023-03-14 17:09:10,44,0,"['sebilden', 'ai', 'art', 'artwork', 'stable', 'diffusion', 'dinosaur', 'valley', 'desert']"
93,52747448784,1678809027,0,4,,,Harp Hockey Jersey (5),,2023-03-03 15:44:12,8,0,"['hockey jersey', 'shirt', 'hockey', 'gear']"
94,52747384509,1678807083,0,4,Agência Senado,"Brasilia, Brazil","CE - Comissão de Educação, Cultura e Esporte","Comissão de Educação, Cultura e Esporte (CE) realiza reunião deliberativa com 13 itens. Entre eles, o PL 1.937/2019 que inscreve o nome de Zilda Arns no Livro dos Heróis e Heroínas da Pátria. 

Bancada: 
senador Paulo Paim (PT-RS) - em pronunciamento. 

Foto: Marcos Oliveira/Agência Senado",2023-03-14 10:23:27,76,0,"['CE', 'Comissão de Educação Cultura e Esporte', 'reunião extraordinária', '2ª reunião', 'reunião deliberativa', 'Senado Federal', 'PL 1.937/2019', 'inscrição de nome', 'Zilda Arns', 'Livro dos Heróis e Heroínas da Pátria', 'senador Paulo Paim (PT-RS)', 'Brasília', 'DF', 'Brasil']"
95,52747371159,1678806648,0,4,Charles  Tucker,,Photos from our travels,,2020-08-09 11:44:46,0,0,[]
96,52747120146,1678806606,0,4,Charles  Tucker,,Photos from our travels,,2022-03-13 17:10:19,0,0,[]
97,52747117281,1678806535,0,4,Charles  Tucker,,Photos from our travels,,2018-03-17 14:12:37,0,0,[]
98,52747530970,1678806528,0,4,Charles  Tucker,,Photos from our travels,,2022-03-14 11:13:33,0,0,[]
99,52747443330,1678806334,0,4,Daniel X. O'Neil,USA,"A New Deal: Artists at Work at Gibbes Museum, Charleston",,2022-04-02 11:55:10,0,0,[]
